drug_name,active_ingredient,category
"JETOKAİN  20 MG/ML + 0,0125 MG/ML ENJEKSİYONLUK ÇÖZELTİ","LIDOKAIN HIDROKLORÜR, EPINEFRIN BAZ",Diğer / Sınıflandırılamadı
COMBISAR 5/160 MG FİLM KAPLI TABLET,"VALSARTAN, AMLODIPIN BESILAT",Kalp/Tansiyon
FERIMAX 100MG/2ML IM ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL,DEMIR III HIDROKSIT POLIMALTOZ KOMPLEKSI,Diğer / Sınıflandırılamadı
KETAVEL 25 MG FILM TABLET,DEKSKETOPROFEN,Ağrı Kesici
KETAVEL 50 MG FILM TABLET,DEKSKETOPROFEN,Ağrı Kesici
KETAVEL 50 MG/2 ML I.M./I.V. ENJEKSIYONLUK   çöZELTI,DEKSKETOPROFEN,Ağrı Kesici
"METILER 0,125 MG KAPLI TABLET",METILERGONOVIN MALEAT,Diğer / Sınıflandırılamadı
DROPOLEV 30 MG+2 MG/5 ML ŞURUP,"LEVODROPROPİZİN,KLORFENİRAMİN MALEAT",Diğer / Sınıflandırılamadı
FERRO SANOL B ŞURUP,DEMIR(II)GLISIN SÜLFAT KOMPLEKSI/VIT B1/VIT B6/RIBOFLAVIN,Diğer / Sınıflandırılamadı
DAPLONG 60 MG FILM KAPLı TABLET,DAPOKSETIN HIDROKLORüR,Diğer / Sınıflandırılamadı
DAPLONG 30 MG FILM KAPLı TABLET,DAPOKSETIN HIDROKLORüR,Diğer / Sınıflandırılamadı
FERIMAX 50 MG /5 ML  ŞURUP,DEMIR III HIDROKSIT POLIMALTOZ KOMPLEKSI,Diğer / Sınıflandırılamadı
LEVMOL 5 MG EFERVESAN TABLET,LEVOSETIRIZIN DIHIDROKLORÜR,Diğer / Sınıflandırılamadı
SMOFKABIVEN İNFÜZYONLUK EMÜLSIYON,"GLUKOZ %42 ELEKTROLIT İÇEREN AMINO ASIT ÇÖZELTISI, YAĞ EMÜLSIYONU",Diğer / Sınıflandırılamadı
SMOFKABIVEN PERIPHERAL İNFÜZYONLUK EMÜLSIYON,"GLUKOZ %13 ELEKTROLIT İÇEREN AMINO ASIT ÇÖZELTISI, YAĞ EMÜLSIYONU",Diğer / Sınıflandırılamadı
ECTOPIX %0.1 YAĞLI MERHEM,METİLPREDNİSOLON ASEPONAT,Diğer / Sınıflandırılamadı
ZİNCO 50 MG KAPSÜL,ÇİNKO SÜLFAT MONOHİDRAT,Diğer / Sınıflandırılamadı
"ECTOPİX  M % 0,1 LOSYON",METİLPREDNİSOLON ASEPONAT,Diğer / Sınıflandırılamadı
TERMACET 120 MG/5 ML SüSPANSIYON,PARASETAMOL,Ağrı Kesici
ZİNCO 30 MG FORT ŞURUP,ÇİNKO SÜLFAT HEPTAHİDRAT,Diğer / Sınıflandırılamadı
ECTOPİX % 0.1 KREM,METİLPREDNİSOLON ASEPONAT,Diğer / Sınıflandırılamadı
OLİGOFER FOL 40MG/15ML ORAL çöZELTI,DEMIR PROTEIN SüKSINILAT KALSIYUM FOLINAT PENTAHIDRAT,Diğer / Sınıflandırılamadı
ECTOPİX %0.1 MERHEM,METİLPREDNİSOLON ASEPONAT,Diğer / Sınıflandırılamadı
VEGİRO 100 MG FİLM TABLET(4 FİLM TABLET),SİLDENAFİL SİTRAT,Diğer / Sınıflandırılamadı
PARAKS 40 MG TABLET,LEVAMIZOL HIDROKLORüR,Diğer / Sınıflandırılamadı
LEVOWORLD 500MG FİLM TABLET,LEVOFLOKSASİN HEMİHİDRAT,Antibiyotik
TERMACET 500 MG FILM KAPLı TABLET,PARASETAMOL,Ağrı Kesici
PAHTAFIL 20 MG FILM TABLET,20 MG TADALAFIL,Diğer / Sınıflandırılamadı
SANTAFER  50MG/1ML ORAL DAMLA,DEMIR III HİDROKSİT POLİMALTOZ KOMPLEKSI,Diğer / Sınıflandırılamadı
ACT 300 MG/3  ML (%10) ENJEKSIYONLUK ÇöZELTI,ASETİLSİSTEİN,Diğer / Sınıflandırılamadı
"MOXAİ %0.5 GöZ DAMLASı, ÇöZELTI",MOKSIFLOKSASIN HIDROKLORüR,Diğer / Sınıflandırılamadı
SİPROSAN 250 MG FİLM TABLET,SİPROFLOKSASİN HİDROKLORÜR MONOHİDRAT,Antibiyotik
JETMONAL %2 ENJEKSIYONLUK ÇöZELTI (5 ML),LIDOKAIN HIDROKLORÜR,Diğer / Sınıflandırılamadı
ALZAMED 10 MG FİLM TABLET,DONEPEZİL HİDROKLORÜR,Diğer / Sınıflandırılamadı
ESMARA 20 MG ENTERIK KAPLI PELLET TABLET,ESOMEPRAZOL SODYUM,Mide
ESMARA 40 MG ENTERIK KAPLI PELLET TABLET,ESOMEPRAZOL SODYUM,Mide
FUROTAB 40 MG TABLET,FUROSEMİD,Diğer / Sınıflandırılamadı
DİTERİN 100 MG ÇÖZÜNEBİLİR TABLET,SAPROPTERİN HİDROKLORÜR,Diğer / Sınıflandırılamadı
TERBONİLE 250 MG TABLET,TERBİNAFİN HCL,Diğer / Sınıflandırılamadı
SILMED 100 MG FILM TABLET,SILDENAFIL SITRAR,Diğer / Sınıflandırılamadı
SILMED 50 MG FILM TABLET,SILDENAFIL SITRAT,Diğer / Sınıflandırılamadı
AKNEVİT SOLÜSYON,RETINOIK ASIT (A VITAMINI),Diğer / Sınıflandırılamadı
BİEMİB 3.5 MG IV/SC ENJEKSİYONLUK ÇÖZELTİ İÇİN TOZ İÇEREN FLAKON,BORTEZOMİB,Diğer / Sınıflandırılamadı
"ORYVA 7,5MG/ML IM ENJEKSIYONLUK ÇÖZELTI İÇEREN FLAKON",ARIPIPRAZOL,Diğer / Sınıflandırılamadı
"S-NOR 2,5 MG TABLET",S-AMLODIPIN BESILAT,Diğer / Sınıflandırılamadı
S-NOR 5 MG TABLET,S-AMLODIPIN BESILAT,Diğer / Sınıflandırılamadı
GADODİEM 287 MG /ML IV ENJEKSIYON IçIN çöZELTI IçEREN FLAKON,GADODIAMID,Diğer / Sınıflandırılamadı
TİOPATİ 600MG TABLET,ALFA LIPOIK ASIT,Diğer / Sınıflandırılamadı
GLİFİX PLUS 15MG/850 MG FİLM KAPLI TABLET,"PİOGLİTAZON HİDROKLORÜR, METFORMİN HİDROKLORÜR",Diyabet
RİFETEM AMPUL 125 MG,"RİFAMİSİN SV, LİDOKAİN",Diğer / Sınıflandırılamadı
"R-LATE %15+%5 DERİ SPREYİ, ÇÖZELTİ",LİDOKAİN-PRİLOKAİN,Diğer / Sınıflandırılamadı
KOPAQ 350 MG I/ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN FLAKON,İYOHEKSOL,Diğer / Sınıflandırılamadı
"K-ALLEXIN  %  0,05  BURUN  SPREYI,  SüSPANSIYON",MOMETAZON FUROAT MONOHIDRAT,Diğer / Sınıflandırılamadı
URFAMYCİN FLAKON ENJEKTABL,TIAMFENIKOL,Diğer / Sınıflandırılamadı
DORAMYCIN 3.000.000 IU FILM TABLET,SPIRAMISIN,Diğer / Sınıflandırılamadı
LODITEN 5 /10MG EFERVESAN TABLET,"AMLODIPIN BESILAT, ROSUVASTATIN KALSIYUM",Diğer / Sınıflandırılamadı
"AFTOJEL % 0,1 +% 3 JEL","TRİAMSİNOLON ASETONİT, DİKLOFENAK SODYUM",Ağrı Kesici
GRAFALON 20MG/ML I.V. İNFüZYONLUK ÇöZELTI KONSANTRESI,INSAN T- LENFOSIT  IMMüNOGLOBULINI,Diğer / Sınıflandırılamadı
PAMİDRİA 90 MG/10 ML I.V. INFüZYON IçIN KONSANTRE çöZELTI IçEREN FLAKON,PAMIDRONAT DISODYUM,Diğer / Sınıflandırılamadı
POLGYL % 0.5 I.V. PERFüZYON çöZELTISI 100 ML,METRONIDAZOL,Diğer / Sınıflandırılamadı
ZOLDRİA 4MG/5ML IV İNFÜZYON İÇİN KONSANTRE ÇÖZELTİ İÇEREN FLAKON,ZOLEDRONIK ASIT MONOHIDRAT,Diğer / Sınıflandırılamadı
JETOKAİN SİMPLEX 20 MG/ML ENJEKSİYONLUK ÇÖZELTİ,LIDOKAIN HIDROKLORÜR,Diğer / Sınıflandırılamadı
NEPITIN 800 MG ÇENTIKLI FILM TABLET,GABAPENTIN,Diğer / Sınıflandırılamadı
NEPITIN 600 MG ÇENTIKLI FILM TABLET,GABAPENTIN,Diğer / Sınıflandırılamadı
KETORAL SÜSPANSİYON,KETOKONAZOL,Diğer / Sınıflandırılamadı
SIVETA SAşE,ASPARTAM,Diğer / Sınıflandırılamadı
"STABLON 12,5 MG KAPLI TABLET",TİANEPTİN SODYUM,Diğer / Sınıflandırılamadı
UFEXİL 200 MG / 100 ML IV İNFÜZYON İÇİN ÇÖZELTİ,SİPROFLOKSASİN LAKTAT,Antibiyotik
UFEXİL 400 MG / 200 ML IV İNFÜZYON İÇİN ÇÖZELTİ,SİPROFLOKSASİN LAKTAT,Antibiyotik
PASO 80 MG TABLET,ASETİL SALİSİLİK ASİT,Diğer / Sınıflandırılamadı
DUFEN FORTE 600 MG FİLM TABLET,İBUPROFEN,Ağrı Kesici
TENOKSAN 20 MG KAPSÜL,TENOKSIKAM,Diğer / Sınıflandırılamadı
"PF TRAUMATICAMINE %6,9 AMINO ASIT İ.V. İNFÜZYON İÇIN ÇÖZELTI KT",AMINO ASIT KOMPLEKSI,Diğer / Sınıflandırılamadı
FERLOS 100 MG/0.35 MG TABLET,"DEMIR III HIDROKSIT POLIMALTOZ KOMPLEKSI, FOLİK ASİT",Diğer / Sınıflandırılamadı
NOGESİC 1 G/2 MLİ.M./İ.V.ENJEKSIYONLUK ÇöZELTI,METAMIZOL SODYUM,Diğer / Sınıflandırılamadı
"NOGESİC 2,5 G/5 MLİ.M./İ.V.ENJEKSIYONLUK ÇöZELTI",METAMIZOL SODYUM,Diğer / Sınıflandırılamadı
"FULLFRESH  5,60  MG/2,40  MG  TEK  DOZLUK  GÖZ  DAMLASI,  ÇÖZELTİ",POLİVİNİL ALKOL / POVİDON,Diğer / Sınıflandırılamadı
TERMACET PLUS SÜSPANSIYON 250MG/5ML,PARASETAMOL,Ağrı Kesici
"FASTURTEC 7,5MG/5ML IV İNFüZYONLUK ÇöZELTI HAZıRLAMAK İçIN TOZ VE ÇöZüCü",RASBURIKAZ,Diğer / Sınıflandırılamadı
GRİZİNC 50 MG KAPSÜL,ÇİNKO SÜLFAT MONOHİDRAT,Diğer / Sınıflandırılamadı
"FASTURTEC 1,5MG/1ML IV INFüZYONLUK ÇöZELTI HAZıRLAMAK  IçIN TOZ VE ÇöZüCü",RASBURIKAZ,Diğer / Sınıflandırılamadı
FLUİBRON® 15 MG/5ML PEDIYATRIK ŞURUP,AMBROKSOL HCL,Diğer / Sınıflandırılamadı
FLUİBRON® 30MG/5ML ŞURUP,AMBROKSOL HCL,Diğer / Sınıflandırılamadı
XENICAL 120 MG SERT KAPSÜL,ORLİSTAT,Diğer / Sınıflandırılamadı
ANFEZİNC-G 40 MG+15 MG/5 ML  ŞURUP,"DEMIR GLUKONAT, çINKO GLUKONAT",Diğer / Sınıflandırılamadı
"EKZE-MANT %0,1+ %2 EMÜLSİYON JEL",MIKONAZOL NITRAT-TRIAMSINOLON ASETONIT,Diğer / Sınıflandırılamadı
SİVETA TABLET,ASPARTAM,Diğer / Sınıflandırılamadı
ULTRAPROCT 612 MCG/630 MCG/1000 MCG SUPOZITUVAR,"FLUOKORTOLON-21-PIVALAT, FLUOKORTOLON-21-KAPROAT, SINKOKAIN HIDROKLORÜR",Diğer / Sınıflandırılamadı
NEOAMOX 1 G IM/IV ENJEKSİYONLUK TOZ,AMOKSİSİLİN SODYUM,Antibiyotik
NEOAMOX  500 MG IM/IV ENJEKSİYONLUK TOZ,AMOKSİSİLİN SODYUM,Antibiyotik
ADVANTAN % 0.1 YAğLı MERHEM,METILPREDNISOLON ASEPONAT,Diğer / Sınıflandırılamadı
"ADVANTAN % 0,1 KREM",METILPREDNISOLON ASEPONAT,Diğer / Sınıflandırılamadı
"HIPOKORT %0,5 MERHEM",HIDROKORTIZON ASETAT,Diğer / Sınıflandırılamadı
"HIPOKORT %0,5 KREM",HIDROKORTIZON ASETAT,Diğer / Sınıflandırılamadı
SUBITOL ŞURUP 120 ML,OKSOLAMIN FOSFAT,Diğer / Sınıflandırılamadı
"M-FURO %0,1 KREM",MOMETAZON FUROAT,Diğer / Sınıflandırılamadı
"M-FURO %0,1 LOSYON",MOMETAZON FUROAT,Diğer / Sınıflandırılamadı
"M-FURO %0,1 MERHEM",MOMETAZON FUROAT,Diğer / Sınıflandırılamadı
TROCMETAM 20 MG ENJEKSİYONLUK LİYOFİLİZE TOZ,TENOKSİKAM,Diğer / Sınıflandırılamadı
FLIXON 250 MCG İNHALASYON ÇÖZELTİSİ İÇEREN AEROSOL,FLUTIKAZON PROPIYONAT,Diğer / Sınıflandırılamadı
FLİXON 125 MCG İNHALASYON ÇÖZELTİSİ İÇEREN AERESOL,FLUTİKAZON PROPİYONAT,Solunum
ANDROVİUM % 2 TOPİKAL KÖPÜK,MİNOKSİDİL,Diğer / Sınıflandırılamadı
ANDROVİUM % 5 TOPİKAL KÖPÜK,MİNOKSİDİL,Diğer / Sınıflandırılamadı
EMTHEXATE 2.5 MG TABLET,METOTREKSAT DISODYUM,Diğer / Sınıflandırılamadı
FLİXON 50 MCG İNHALASYON ÇÖZELTİSİ İÇEREN AERESOL,FLUTİKAZON PROPİYONAT,Solunum
POLİFLEKS %20 DEKSTROZ SUDAKİ İ.V. İNFÜZYON İÇİN ÇÖZELTİ,DEKSTROZ,Diğer / Sınıflandırılamadı
RAZINA 1000 MG UZATıLMış SALıMLı TABLET,RANOLAZIN,Diğer / Sınıflandırılamadı
TRINITY 10 MG/10 ML İ.V. İNFüZYONLUK ÇöZELTI,GLISERIL TRINITRAT,Diğer / Sınıflandırılamadı
VERMAZOL 100 MG ÇIğNEME TABLETI,MEBENDAZOL,Diğer / Sınıflandırılamadı
POSTUITRIN FORT 5 I.U. ENJEKSIYONLUK ÇöZELTI,OKSITOSIN,Diğer / Sınıflandırılamadı
PENBİSİN 1000 MG ENJEKSIYONLUK ÇöZELTI TOZU,AMPISILIN SODYUM,Diğer / Sınıflandırılamadı
POLİFLEKS % 30 DEKSTROZ SUDAKİ İ.V. İNFÜZYON İÇİN ÇÖZELTİ,DEKSTROZ,Diğer / Sınıflandırılamadı
PROKSİFAM 20 MG I.M/I.V. ENJEKSİYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN LİYOFİLİZE TOZ VE ÇÖZÜCÜ,FAMOTİDİN,Mide
M-FURO FA %0.1 + %2 KREM,"MOMETAZON FUROAT, FUSIDIK ASIT",Diğer / Sınıflandırılamadı
"UREACORT YAĞLI % 0,5 + %10 KREM","HIDROKORTIZON ASETAT, ÜRE",Diğer / Sınıflandırılamadı
"ALBACORT %1+%0,1 KREM",İZOKONAZOL NİTRAT+DİFLUKORTOLON VALERAT,Diğer / Sınıflandırılamadı
METAZON %0.1 KREM,BETAMETAZON,Diğer / Sınıflandırılamadı
İROZİNC ŞURUP,"DEMİR, ÇİNKO, FOLİK ASİT, VİTAMİN C",Diğer / Sınıflandırılamadı
İROZİNC KAPSÜL,"DEMİR FUMARAT, ÇİNKO SÜLFAT,FOLİK ASİT, VİTAMİN C",Diğer / Sınıflandırılamadı
OLİGOFER 40MG/15ML ORAL çöZELTI,DEMIR PROTEIN SüKSINILAT,Diğer / Sınıflandırılamadı
CAPD 18 STAY SAFE PERİTON DİYALİZ SOLÜSYONU,"KALSİYUM KLORÜR DİHİDRAT, SODYUM KLORÜR, SODYUM–(S)-LAKTAT SOLÜSYONU, MAGNEZYUM KLORÜR HEKZAHİDRAT, GLUKOZ MONOHİDRAT, CA2+, NA+, MG2+, CL-, LAKTAT, GLUKOZ",Diğer / Sınıflandırılamadı
"DRASOTER %0,004 GöZ DAMLASI ÇÖZELTİ",TRAVOPROST,Diğer / Sınıflandırılamadı
NOBİT ŞAMPUAN % 1,PERMETRIN,Diğer / Sınıflandırılamadı
EVOSTEN 175 MG/5 ML ORAL SÜSPANSİYON HAZIRLAMAK İÇİN TOZ (100 ML),ERDOSTEIN,Diğer / Sınıflandırılamadı
PSORCUTAN BETA 50 MCG/G+500 MCG/G MERHEM,KALSIPOTRIOL+BETAMETAZON,Diğer / Sınıflandırılamadı
RHEUMON % 5 JEL,ETOFENAMAT,Diğer / Sınıflandırılamadı
VIGAROO 100 MG FILM TABLET KT,SILDENAFIL,Diğer / Sınıflandırılamadı
SENTOKLORİN SÜSPANSİYON,KLORAMFENİKOL PALMİTAT,Diğer / Sınıflandırılamadı
CAPD 17 STAY SAFE PERİTON DİYALİZ SOLÜSYONU,"KALSİYUM KLORÜR DİHİDRAT, SODYUM KLORÜR, SODYUM–(S)-LAKTAT SOLÜSYONU, MAGNEZYUM KLORÜR HEKZAHİDRAT, GLUKOZ MONOHİDRAT, CA2+, NA+, MG2+, CL-, LAKTAT, GLUKOZ",Diğer / Sınıflandırılamadı
CAPD 19 STAY SAFE PERİTON DİYALİZ SOLÜSYONU,"KALSİYUM KLORÜR DİHİDRAT, SODYUM KLORÜR, SODYUM–(S)-LAKTAT SOLÜSYONU, MAGNEZYUM KLORÜR HEKZAHİDRAT, GLUKOZ MONOHİDRAT, CA2+, NA+, MG2+, CL-, LAKTAT, GLUKOZ",Diğer / Sınıflandırılamadı
SINAREX 3 MG/3 ML IV ENJEKSIYONLUK ÇÖZELTI İÇEREN AMPUL,GRANISETRON,Diğer / Sınıflandırılamadı
"BELOGENT % 0.05+ % 0,1 MERHEM","BETAMETAZON DİPROPİYONAT, GENTAMİSİN SÜLFAT",Diğer / Sınıflandırılamadı
ACNEDUR % 3 MERHEM,TETRASIKLIN HIDROKLORüR,Diğer / Sınıflandırılamadı
TOBREX %0.3 STERİL OFTALMİK MERHEM,TOBRAMİSİN,Diğer / Sınıflandırılamadı
TOBREX %0.3 STERİL OFTALMİK ÇÖZELTİ,TOBRAMİSİN,Diğer / Sınıflandırılamadı
PAROKZOL 15 MG TABLET,ARİPİPRAZOL,Diğer / Sınıflandırılamadı
PAROKZOL 10 MG TABLET,ARİPİPRAZOL,Diğer / Sınıflandırılamadı
PAROKZOL 30 MG TABLET,ARİPİPRAZOL,Diğer / Sınıflandırılamadı
PAROKZOL 5 MG TABLET,ARİPİPRAZOL,Diğer / Sınıflandırılamadı
BLUMET 100 MG/10 ML IV ENJEKSİYON İÇİN ÇÖZELTİ İÇEREN AMPUL,METİLEN MAVİSİ,Diğer / Sınıflandırılamadı
ARCOTIL 20 MG IV/IM LIYOFILIZE TOZ İçEREN FLAKON,TENOKSIKAM,Diğer / Sınıflandırılamadı
OMEREF 40 MG I.V.ENJEEKSİYON İÇİN LİYOFİLİZE TOZ İÇEREN FLAKON,OMEPRAZOL SODYUM,Mide
"ADVANTAN M % 0,1 EMüLSIYON",METILPREDNISOLON ASEPONAT,Diğer / Sınıflandırılamadı
DAPAGLEZE 5 MG FILM KAPLı TABLET,DAPAGLIFLOZIN,Diğer / Sınıflandırılamadı
"NEVIMOL 2,5 MG TABLET",NEBIVOLOL HIDROKLORÜR,Diğer / Sınıflandırılamadı
LANZAP 30 MG SERT KAPSüL,LANSOPRAZOL,Mide
FERTAMİR 100 MG EFERVESAN GRANÜL İÇEREN SAŞE,DEMİR-III POLİMALTOZ KOMPLEKSİ,Diğer / Sınıflandırılamadı
MUTEP 250 MG TEK DOZLUK EFERVESAN TOZ İçEREN POşET,PARASETAMOL,Ağrı Kesici
MUTEP 50 MG TEK DOZLUK EFERVESAN TOZ İçEREN POşET,PARASETAMOL,Ağrı Kesici
BERAZINC 30 MG/5 ML FORT ŞURUP,ÇINKO SüLFAT HEPTAHIDRAT,Diğer / Sınıflandırılamadı
FERTAMİR 40 MG EFERVESAN GRANÜL İÇEREN SAŞE,DEMİR III POLİMALTOZ KOMPLEKSİ,Diğer / Sınıflandırılamadı
RENTANİL 2 MG ENJEKSIYONLUK LIYOFILIZE TOZ IçEREN FLAKON,REMIFENTANIL,Diğer / Sınıflandırılamadı
RENTANİL 5 MG ENJEKSIYONLUK LIYOFILIZE TOZ IçEREN FLAKON,REMIFENTANIL,Diğer / Sınıflandırılamadı
MUTEP 125 MG TEK DOZLUK EFERVESAN TOZ İçEREN POşET,PARASETAMOL,Ağrı Kesici
BERAZINC 15 MG/5 ML ŞURUP,ÇINKO SüLFAT HEPTAHIDRAT,Diğer / Sınıflandırılamadı
NEVIMOL 5 MG TABLET,NEBIVOLOL,Diğer / Sınıflandırılamadı
KALSIFOSIN  50  MG  /5  ML  I.V./  I.M.  ENJEKSIYONLUK ÇöZELTI,KALSİYUM FOLİNAT,Diğer / Sınıflandırılamadı
KALSIFOSIN  300  MG  /30  ML  I.V./  I.M.  ENJEKSIYONLUK ÇöZELTI,KALSİYUM FOLİNAT,Diğer / Sınıflandırılamadı
KALSIFOSIN  200  MG  /20  ML  I.V./  I.M.  ENJEKSIYONLUK ÇöZELTI,KALSİYUM FOLİNAT,Diğer / Sınıflandırılamadı
NEVIMOL 20 MG TABLET,NEBIVOLOL,Diğer / Sınıflandırılamadı
LAUNES 0.5 MG/ML ENJEKSIYONLUK ÇöZELTI,NEOSTIGMIN METILSÜLFAT,Diğer / Sınıflandırılamadı
TİODERMA %1 KREM,TİOKONAZOL,Diğer / Sınıflandırılamadı
LİNEZONE 2 MG/ML IV İNFüZYON ÇöZELTISI,LINEZOLID,Diğer / Sınıflandırılamadı
GENTAMED 20 MG/2 ML IM/IV ENJEKSİYONLUK ÇÖZELTİ,GENTAMİSİN SÜLFAT,Diğer / Sınıflandırılamadı
ZİNCO 15 MG/5ML ŞURUP,ÇİNKO SÜLFAT HEPTAHİDRAT,Diğer / Sınıflandırılamadı
ONCOTICE 2-8 × 108 CFU İNTRAVESIKAL KULLANıMA  YöNELIK İNSTILASYON SıVıSı IçIN TOZ,MİKOBAKTERİ BOVİS BASİLLERİ,Diğer / Sınıflandırılamadı
GENTAMED 40MG/1 ML IM/IV ENJEKSİYONLUK ÇÖZELTİ,GENTAMİSİN SÜLFAT,Diğer / Sınıflandırılamadı
GENTAMED 80MG/2ML İM/İV ENJEKSİYONLUK ÇÖZELTİ,GENTAMİSİN SÜLFAT,Diğer / Sınıflandırılamadı
"POLİFLEKS 1/3 POLİDEKS(%3,33 DEKSTROZ-%0,3 SODYUM KLORÜR) I.V İNFÜZYON İÇİN ÇÖZELTİ",DEKSTROZ MONOHIDRAT+SODYUM KLORÜR,Diğer / Sınıflandırılamadı
Vİ-MİNERAL ÇİĞNEME TABLETİ,VİTAMİN VE MİNERAL KOMPLEKSİ,Diğer / Sınıflandırılamadı
TRIPLUS MR 35 MG FILM KAPLı MODIFIYE SALıM TABLET,TRIMETAZIDIN DIHIDROKLORüR,Diğer / Sınıflandırılamadı
OSSİ 4 MG/5 ML I.V. KONSANTRE İNFÜZYONLUK ÇÖZELTİ,ZOLEDRONİK ASİT MONOHİDRAT,Diğer / Sınıflandırılamadı
"ULTRAPROCT  %0,09+%0,09+%0,5 MERHEM","FLUOKORTOLON-21-PIVALAT, FLUOKORTOLON-21-KAPROAT, SINKOKAIN HIDROKLORÜR",Diğer / Sınıflandırılamadı
TRAVOCORT 10 MG/G+1 MG/G KREM,İZOKONAZOL NITRAT- DIFLUKORTOLON VALERAT,Diğer / Sınıflandırılamadı
"ADVANTAN % 0,1 MERHEM",METILPREDNISOLON ASEPONAT,Diğer / Sınıflandırılamadı
"PF NEPHRİCAMİNE %5,4 AMİNO ASİT İ.V. İNFÜZYON İÇİN ÇÖZELTİ",AMİNO ASİT KOMPLEKSİ,Diğer / Sınıflandırılamadı
VI-FER KAPSÜL,KOMBINE DEMIR PREPARATI,Diğer / Sınıflandırılamadı
ARİA-DES 2.5MG/5ML ŞURUP,DESLORATADİN,Diğer / Sınıflandırılamadı
VEGAFERON 100 MG/5 ML ORAL ÇÖZELTİ,DEMİR III HİDROKSİT POLİMALTOZ KOMPLEKSİ,Diğer / Sınıflandırılamadı
ZOLCURE 5 MG/100 ML İ.V. INFüZYONLUK çöZELTI,ZOLEDRONIK ASIT MONOHIDRAT,Diğer / Sınıflandırılamadı
İZOSOL S KREM,"İZOKONAZOL NİTRAT, DİFLUKORTOLON VALERAT",Diğer / Sınıflandırılamadı
GENTAGUT GÖZ POMADI,GENTAMİSİN,Diğer / Sınıflandırılamadı
MILRICOR 10 MG/10 ML IV ENJEKSIYON/İNFÜZYON İÇIN ÇÖZELTI İÇEREN AMPUL,MILRINON,Diğer / Sınıflandırılamadı
FERRO SANOL  DUODENAL 100 MG KAPSÜL,DEMIR(II)-GLISIN-SüLFAT- KOMPLEKSI,Diğer / Sınıflandırılamadı
"GYNO FERRO SANOL 100 MG/ 0,5 MG/ 2,5 MCG  KAPSüL","DEMIR  (II)-GLISIN-SULFAT- KOMPLEKSI, FOLIK ASIT VE VITAMIN B12",Diğer / Sınıflandırılamadı
"VEGAFERON 50 MG/ML ORAL DAMLA,ÇöZELTI",DEMIR III HIDROKSIT POLIMALTOZ KOMPLEKSI,Diğer / Sınıflandırılamadı
KUTLU 250 MG FİLM KAPLI TABLET,KLOROKIN FOSFAT,Diğer / Sınıflandırılamadı
SIRDALUD 2MG TABLET,TIZANIDIN HCL,Diğer / Sınıflandırılamadı
SIRDALUD MR 6MG DEĞİŞTİRİLMİŞ SALIMLI MIKROPELLET KAPSÜL,TIZANIDIN HCL,Diğer / Sınıflandırılamadı
KENACORT-A ORABASE % 1 MERHEM,TRİAMSİNOLON ASETONİD,Diğer / Sınıflandırılamadı
MAXİCLAR 250 MG/5 ML SÜSPANSİYON HAZIRLAMAK İÇİN TOZ,KLARİTROMİSİN,Antibiyotik
EMULİD %1 JEL,NİMESULİD,Diğer / Sınıflandırılamadı
MANTAZOL %1+%0.1 KREM,"İZOKONAZOL NITRAT, DIFLUKORTOLON VALERAT",Diğer / Sınıflandırılamadı
FERİCOSE 100 MG/5 ML İV ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL,DEMİR HİDROKSİT SÜKROZ KOMPLEKSİ,Diğer / Sınıflandırılamadı
FERLOS 20 MG/ML ORAL ÇÖZELTİ,ELEMENTER DEMIR (DEMIR III HIDROKSIT POLIMALTOZ KOMPLEKSI),Diğer / Sınıflandırılamadı
"TROPAMİD %0,5 GÖZ DAMLASI,ÇÖZELTİ",TROPİKAMİD,Diğer / Sınıflandırılamadı
"TROPAMİD % 1 FORTE GÖZ DAMLASI, ÇÖZELTİ",TROPİKAMİD,Diğer / Sınıflandırılamadı
PRİFEMYN DR 10 MG/10 MG DEĞİŞTİRİLMİŞ SALIMLI TABLET,"DOKSILAMIN SüKSINAT, PIRIDOKSIN HIDROKLORüR",Diğer / Sınıflandırılamadı
ENZAFLU 75 MG SERT KAPSüL,OSELTAMIVIR FOSFAT,Diğer / Sınıflandırılamadı
MON.IYOT-131 0.37- 7400 MBQ ORAL KAPSüL,SODYUM IYODüR-131 ( I-131),Diğer / Sınıflandırılamadı
"CODESALİC %0,1 + %5 POMAT",MOMETAZON FUROAT VE SALİSİLİK ASİT,Diğer / Sınıflandırılamadı
HITRIZIN 1 MG/ML SURUP,SETIRIZIN DIHIDROKLORUR,Diğer / Sınıflandırılamadı
CEMİX 5G/100ML IV İNFüZYONLUK ÇöZELTI,ZOLEDRONIK ASIT,Diğer / Sınıflandırılamadı
RHEUMON İ.M. 1G/2ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL,ETOFENAMAT,Diğer / Sınıflandırılamadı
"FUGISID  %1 + %0,1 KREM","İZOKONAZOL NITRAT, DIFLUKORTOLON VALERAT",Diğer / Sınıflandırılamadı
